RegionName	team_number	selection	unique_product	commodity
Bono	3	2	lpg gas - cylinder (6kg)	230
Bono	3	2	fresh tomatoes - basket	231
Bono	3	2	window frame - box	232
Bono	3	2	cabbage - fertilizer bag	233
Bono	3	2	biscuits - box	234
Bono	3	2	canned soft drink (330ml) - carton (24)	235
Bono	3	2	female fowl, hen (below 1yr) - piece (s)	19
Bono	3	2	material cloth (fabric) - pan	236
Bono	3	2	electrical bulb (led bulb) - box	237
Bono	3	2	onion - small sack	238
Bono	3	2	dried (dry) pepper - fertilizer bag	30
Bono	3	2	metal bar - piece (s)	239
Bono	3	2	soap - sack	240
Bono	3	2	plantain - fertilizer bag	241
Bono	3	2	wawa board - piece (s)	242
Bono	3	2	orange - sack	243
Bono	3	2	paint - bucket (10L)	244
Bono	3	2	fresh tomatoes - bucket (10L)	245
Bono	3	2	roofing sheet (aluminium) - piece (s)	246
Bono	3	2	gari (kivo gari) - box	98
Bono	3	2	fresh tomatoes - rubber bag	32
Bono	3	2	sachet water (pure water) - bag	247
Bono	3	2	sugar - fertilizer bag	248
Bono	3	2	flat screen television (43 inches) - piece (s)	249
Bono	3	2	sheep (1yr to 3yrs male) - piece (s)	94
Bono	3	2	fresh pepper - half sack	250
Bono	3	2	yam (cocoyam,water yam) - sack	4
Bono	3	2	plastic (rubber) basket - piece (s)	251
Bono	3	2	cooking utensils (stainless steel) - set	252
Bono	3	2	rubber bucket (5L) (plastic bucket) - piece (s)	253
Bono	3	2	okro - rubber bag	254
Bono	3	2	fresh pepper - rubber bag	255
Bono	3	2	vegetable leaves (spinach, kontomire, cocoyam leaves, sweet potato leaves, amaranth leaves, alefu, fontete, amaratus) - sack	256
Bono	3	2	garden eggs (solanu, ntroba) - sack	257
Bono	3	2	1/2 plywood - piece (s)	258
Bono	3	2	fresh pepper - small sack	71
Bono	3	2	lemon - small sack	259
Bono	3	2	cassava - half fertilizer bag	84
Bono	3	2	sandals - pan	260
Bono	3	2	dried (dry) fish (gblolovi, amani) - basket	261
Bono	3	2	fresh fish - pan	262
Bono	3	2	sandals - half sack	128
Bono	3	2	steel drums (300L), steel barrels (300L) - piece (s)	263
Bono	3	2	student mattress (4 inches) - piece (s)	264
Bono	3	2	salt - sack	265
Bono	3	2	cassava - small sack	26
Bono	3	2	bottled water (500ml, 0.5L) - pack (24)	266
Bono	3	2	knapsack sprayer - piece (s)	78
Bono	3	2	plastic standing broom (sweeping brush) - piece (s)	267
Bono	3	2	mop stick - piece (s)	268
Bono	3	2	cassava - half sack	269
Bono	3	2	bottled water (1.5L) - pack (6)	270
Bono	3	2	bottled water (750ml) - pack (12)	271
Bono	3	2	rice - bag 22.5kg	52
Bono	3	2	fertilizer (fertiliser) - small sack	272
Bono	3	2	konkonte (cassava flour) - small  sack	273
Bono	3	2	gari - small sack	274
Bono	3	2	margarine - box	275
Bono	3	2	vegetable leaves (spinach, kontomire, cocoyam leaves, sweet potato leaves, amaranth leaves, alefu, fontete, amaratus) - fertilizer bag	276
Bono	3	2	cabbage - half sack	277
Bono	3	2	petrol - bottle (1L)	85
Bono	3	2	vegetable leaves (spinach, kontomire, cocoyam leaves, sweet potato leaves, amaranth leaves, alefu, fontete, amaratus) - half sack	278
Bono	3	2	male fowl, cock (below 1yr) - piece (s)	279
Bono	3	2	rubber bucket (10L) (plastic bucket) - piece (s)	280
Bono	3	2	saucepans (stainless steel) - set	281
Bono	3	2	cooking pot (medium) - piece (s)	40
Bono	3	2	rubber wares (plastic wares) - basket	282
Bono	3	2	goat (below 1yr male) - piece (s)	20
Bono	3	2	baby's cot - piece (s)	124
Bono	3	2	material cloth (fabric) - sack	283
Bono	3	2	toilet roll - pack	284
Bono	3	2	tomato paste - box	8
Bono	3	2	cooking (vegetable) oil - bottle (1.5L)	42
Bono	3	2	animal feed (maize chaff) - half sack	285
Bono	3	2	goat (1yr to 3yrs male) - piece (s)	135
Bono	3	2	petrol - gallon (10L)	286
Bono	3	2	bottled water (500ml, 0.5L) - pack (30)	287
Bono	3	2	cabbage - polythene bag	288
Bono	3	2	animal feed (maize chaff) - small sack	289
Bono	3	2	electrical bulb (led bulb) - piece (s)	290
Bono	3	2	blender - piece (s)	291
Bono	3	2	orange - small sack	292
Bono	3	2	alcoholic drink (625ml) - crate (12)	293
Bono	3	2	alcoholic drink (330ml) - crate (24)	294
Bono	3	2	washing powder detergent - sachet (10kg)	295
Bono	3	2	maize (corn) - small  sack	147
Bono	3	2	fruit juice - carton (24)	296
Bono	3	2	cooking (vegetable) oil - bottle (4L)	297
Bono	3	2	motor bike spare parts - box	298
Bono	3	2	lpg gas - cylinder (3kg)	299
Bono	3	2	soap - small sack	300
Bono	3	2	saucepans (aluminium) - set	90
Bono	3	2	eskimo chest (ice chest, food flask) - piece (s)	301
Bono	3	2	cooking (vegetable) oil - gallon (10L)	302
Bono	3	2	corn dough - rubber bowl	303
Bono	3	2	cassava dough - bucket (10L)	304
Bono	3	2	lpg gas - cylinder (11kg)	305
Bono	3	2	motor bike spare parts - piece (s)	306
Bono	3	2	iron rods (8mm) - piece (s)	307
Bono	3	2	bread - loaf	138
Bono	3	2	cooking (vegetable) oil - bottle (3L)	308
Bono	3	2	new gas cylinder (14kg) - piece (s)	309
Bono	3	2	firewood - pan	11
Bono	3	2	rubber container - piece (s)	310
Bono	3	2	kokonte (cassava chips) - small sack	311
Bono	3	2	bottled water (750ml) - pack (30)	312
Bono	3	2	dried (dry) fish (gblolovi, amani) - sack	130
Bono	3	2	cow skin (wele) - small sack	313
Bono	3	2	weedicide - box	114
Bono	3	2	alcoholic drink (250ml) - box (24)	314
Bono	3	2	metal door (medium) - piece (s)	315
Bono	3	2	frozen chicken - carton	97
Bono	3	2	groundnut paste - bucket (20L)	316
Bono	3	2	garden eggs (solanu, ntroba) - polythene bag	317
Bono	3	2	pampers - pack	318
Bono	3	2	bottled water (500ml, 0.5L) - pack (16)	319
Bono	3	2	energy drink (300ml) - pack (12)	320
Bono	3	2	yam (cocoyam,water yam) - pan	15
Bono	3	2	floor tile (40x40) - box	321
Bono	3	2	1/2 pvc pipe - piece (s)	322
Bono	3	2	mat - piece (s)	91
Bono	3	2	bluetooth speakers (portable bluetooth music box) - piece (s)	323
Bono	3	2	cassava - pan	59
Bono	3	2	plantain - half sack	324
Bono	3	2	fresh pepper - basket	27
Bono	3	2	sugar - small sack	325
Bono	3	2	bread - rubber bag	326
Bono	3	2	takeaway pack (food pack) - pack	327
Bono	3	2	cassava dough - small sack	328
Bono	3	2	alcoholic drink (750ml) - bottle (750ml)	160
Bono	3	2	cocoa beans - half sack	329
Bono	3	2	cocoa beans - small sack	330
Bono	3	2	rubber bucket (15L)  (plastic bucket) - piece (s)	331
Bono	3	2	plastic  dusbin container - piece (s)	332
Bono	3	2	second hand clothes - half sack	106
Bono	3	2	orange - half sack	333
Bono	3	2	body lotion (body cream) - piece (s)	334
Bono	3	2	hair conditioner (shampoo) - gallon (10L)	335
Bono	3	2	okro - polythene bag	63
Bono	3	2	alcoholic drink (50ml) - box	161
Bono	3	2	second hand shoes - sack	336
Bono	3	2	cabbage - small sack	337
Bono	3	2	new gas cylinder (6kg) - piece (s)	338
Bono	3	2	engine oil (car oil) - box (3)	339
Bono	3	2	rice - box (5 x 4.5Kg)	340
Bono	3	2	cooking (vegetable) oil - bottle (5L)	9
Bono	3	2	dried (dry) fish (gblolovi, amani) - pan	341
Bono	3	2	azumah blow soap - sack	342
Bono	3	2	fresh tomatoes - mini basket	343
Bono	3	2	goat (1yr to 3yrs female) - piece (s)	122
Bono	3	2	plantain - small sack	344
Bono	3	2	cooking (vegetable) oil - gallon (20L)	345
Bono	3	2	washing powder detergent - sachet (4kg)	346
Bono	3	2	sardine - box	347
Bono	3	2	yam (cocoyam,water yam) - half sack	6
Bono	3	2	alata soap - pack (6)	348
Bono	3	2	cocoa - fertilizer bag	349
Bono	3	2	cooking (vegetable) oil - gallon 25L	350
Bono	3	2	sugar - bag 50kg	120
Bono	3	2	sheep (below 1yr male) - piece (s)	351
Bono	3	2	biscuits - pack	352
Bono	3	2	toffees - pack	353
Bono	3	2	carrots - half sack	354
Bono	3	2	cucumber - half sack	355
Bono	3	2	pure water (sachet water) packaging bag - sack	356
Bono	3	2	fresh pepper - polythene bag	357
Bono	3	2	weedicide - bottle (1L)	133
Bono	3	2	fruit juice - box	358
Bono	3	2	corn dough - half sack	359
Bono	3	2	energy drink (350ml) - pack (12)	54
Bono	3	2	soft drink (350ml) - pack (16)	360
Bono	3	2	alcoholic drink (750ml) - box (12)	132
Bono	3	2	frozen fish - carton	361
Bono	3	2	poultry feed - bag 25kg	362
Bono	3	2	sandals - sack	49
Bono	3	2	poultry feed - sack	363
Bono	3	2	smoked herring (smoked fish) - sack	364
Bono	3	2	cow skin (wele) - sack	365
Bono	3	2	empty egg crates - pack	366
Bono	3	2	tissues - pack	367
Bono	3	2	prekese - sack	368
Bono	3	2	floor tile (60x60) - box	369
Bono	3	2	take away rubber bag (polythene bag) - polythene bag	370
Bono	3	2	bedset - set	371
Bono	3	2	alata soap - pack (12)	372
Bono	3	2	cocoa - sack	373
Bono	3	2	bottled water (19L) - bottle (19L)	374
Bono	3	2	salt - bag 25kg	375
Bono	3	2	dried (dry) pepper - sack	376
Bono	3	2	fresh fish - fertilizer bag	377
Bono	3	2	floor tile (30x30) - box	378
Bono	3	2	plastic chair - piece (s)	379
Bono	3	2	watermelon (large) - piece (s)	380
Bono	3	2	millet - sack	381
Bono	3	2	bicycle parts - piece (s)	382
Bono	3	2	coffee - sack	383
Bono	3	2	wood (2x2) - piece (s)	384
Bono	3	2	soft drink (500ml, 0.5L) - pack (16)	385
Bono	3	2	solar panel - box	386
Bono	3	2	empty sacks - sack	387
Bono	3	2	onion - half sack	388
Bono	3	2	rice - box	389
Bono	3	2	fertilizer (fertiliser) - bottle (1L)	390
Bono	3	2	school bag - piece (s)	391
Bono	3	2	bottled water (750ml) - pack (16)	392
Bono	3	2	ginger - sack	393
Bono	3	2	shea butter (nkuto) - bucket (10L)	394
Bono	3	2	okro - small sack	28
Bono	3	2	salt - small sack	395
Bono	3	2	indomie (instant noodles) - pack	396
Bono	3	2	lettuce - polythene bag	397
Bono	3	2	nail - box	398
Bono	3	2	cube (maggie cube, onga) - box	399
Bono	3	2	cocoa beans - sack	400
Bono	3	2	akpeteshie - gallon (25L)	401
Bono	3	2	iron rods (16mm) - piece (s)	402
Bono	3	2	cutlass - piece (s)	76
Bono	3	2	acheke - small sack	403
Bono	3	2	canned soft drink (330ml) - pack (12)	112
Bono	3	2	soft drink (250ml) - pack (20)	404
Bono	3	2	sandals - small sack	405
Bono	3	2	clay pot (medium) - piece (s)	406
Bono	3	2	bread - sack	407
Bono	3	2	iron rods (14mm) - piece (s)	408
Bono	3	2	cow (below 1yr male) - piece (s)	409
Bono	3	2	engine oil (car oil) - gallon (5L)	410
Bono	3	2	garden eggs (solanu, ntroba) - bucket (10L)	411
Bono	3	2	smoked herring (smoked fish) - small sack	412
Bono	3	2	matches - box	413
Bono	3	2	roofing sheet (aluminium) - pack (20)	414
Bono	3	2	milo - sachet	415
Bono	3	2	toothpaste - piece (s)	416
Bono	3	2	powdered milk - sachet (250g)	417
Bono	3	2	flour (bread) - bag 25kg	418
Bono	3	2	fertilizer (fertiliser) - sack	419
Bono	3	2	coffee seed - sack	420
Bono	3	2	comb, hair comb - piece (s)	421
Bono	3	2	maize (corn) flour - sack	422
Bono	3	2	plaster of paris cement - bag 40kg	423
Bono	3	2	washing powder detergent - sachet (125g)	424
Bono	3	2	alcoholic drink (200ml) - bottle (200ml)	425
Bono	3	2	flour (bread flour) - sack	426
Bono	3	2	fresh coconut - sack	427
Bono	3	2	tyres (motor King tyres) - piece (s)	428
Bono	3	2	wig (hairpiece, hair wool) - polythene bag	429
Bono	3	2	material cloth (fabric) - yard	430
Bono	3	2	banana - sack	431
Bono	3	2	milk - box	14
Bono	3	2	mobile phone case - piece (s)	432
Bono	3	2	bedsheet - piece (s)	433
Bono	3	2	herbal medicine (local medicine) - fertilizer bag	434
Bono	3	2	toothbrush - pack (5)	435
Bono	3	2	indomie (instant noodles) - box	436
Bono	3	2	maize (corn) - fertilizer bag	144
Bono	3	2	car tyres - piece (s)	60
Bono	3	2	sandals - pair	157
Bono	3	2	underwear - piece (s)	437
Bono	3	2	palm nut fruits - sack	438
Bono	3	2	toothbrush - pack (3)	439
Bono	3	2	gari - box	440
Bono	3	2	powdered milk - box	441
Bono	2	3	empty fertilizer bag - bundle	442
Bono	2	3	mattress (12 inches q/s) - piece (s)	443
Bono	2	3	engine oil (car oil) - gallon (5L)	410
Bono	2	3	empty plastic bottles - sack	444
Bono	2	3	maize (corn) - small sack	50
Bono	2	3	weedicide - box	114
Bono	2	3	plantain - bunch	56
Bono	2	3	cassava - half sack	269
Bono	2	3	corn dough - half sack	359
Bono	2	3	dried (dry) fish (gblolovi, amani) - half sack	445
Bono	2	3	dried (dry) fish (gblolovi, amani) - sack	130
Bono	2	3	energy drink (350ml) - pack (12)	54
Bono	2	3	rice - bag 50kg	36
Bono	2	3	eggs - crate	174
Bono	2	3	garden eggs (solanu, ntroba) - small sack	164
Bono	2	3	onion - small sack	238
Bono	2	3	azumah blow soap - small sack	446
Bono	2	3	rice - bag 5kg	7
Bono	2	3	cooking (vegetable) oil - gallon (5L)	116
Bono	2	3	banana - bunch	203
Bono	2	3	cassava - sack	191
Bono	2	3	rice - bag 25kg	146
Bono	2	3	sachet water (pure water) - bag	247
Bono	2	3	cooking (vegetable) oil - gallon (25L)	175
Bono	2	3	poultry feed - sack	363
Bono	2	3	rice - bag 22.5kg	52
Bono	2	3	fresh tomatoes - box	171
Bono	2	3	fertilizer (fertiliser) - sack	419
Bono	2	3	maize (corn) - fertilizer bag	144
Bono	2	3	local standing broom - piece (s)	447
Bono	2	3	plastic standing broom (sweeping brush) - piece (s)	267
Bono	2	3	bottled water (1.5L) - pack (6)	270
Bono	2	3	soft drink (300ml) - pack (16)	206
Bono	2	3	maize (corn) - half sack	70
Bono	2	3	perfume spray - piece (s)	166
Bono	2	3	acheke - small sack	403
Bono	2	3	soap - box	3
Bono	2	3	gari (kivo gari) - box	98
Bono	2	3	washing powder detergent - sachet (240g)	448
Bono	2	3	diaper - pack	196
Bono	2	3	bicycle (small) - piece (s)	449
Bono	2	3	yam (cocoyam,water yam) - small sack	5
Bono	2	3	bottled water (500ml, 0.5L) - pack (16)	319
Bono	2	3	cooking (vegetable) oil - bottle (3L)	308
Bono	2	3	fertilizer (fertiliser) - bag 50kg	216
Bono	2	3	gari - rubber bag	450
Bono	2	3	canned soft drink (330ml) - carton (24)	235
Bono	2	3	sandals - sack	49
Bono	2	3	canned soft drink (330ml) - pack (12)	112
Bono	2	3	petrol - gallon (25L)	55
Bono	2	3	empty plastic bottles - pack	451
Bono	2	3	bread - rubber bag	326
Bono	2	3	plantain - basket	452
Bono	2	3	lpg gas - cylinder (10kg)	453
Bono	2	3	soft drink (330ml) - pack (20)	219
Bono	2	3	frozen chicken - carton	97
Bono	2	3	bread - loaf	138
Bono	2	3	frozen fish - carton	361
Bono	2	3	smoked herring (smoked fish) - rubber bag	454
Bono	2	3	yam (cocoyam,water yam) - tuber	17
Bono	2	3	salt - small sack	395
Bono	2	3	mop stick - piece (s)	268
Bono	2	3	cassava dough - rubber bag	455
Bono	2	3	rice - box (5 x 4.5Kg)	340
Bono	2	3	biscuits - box	234
Bono	2	3	potatoes (sweet potatoes) - small sack	456
Bono	2	3	new gas cylinder (6kg) - piece (s)	338
Bono	2	3	washing powder detergent - bucket (10L)	195
Bono	2	3	bread - small sack	457
Bono	2	3	acheke - rubber bag	458
