RegionName	team_number	selection	unique_product	commodity
Oti	8	51	palm nut fruits - sack	438
Oti	8	51	corn dough - half sack	359
Oti	8	51	watermelon (small) - piece (s)	1035
Oti	8	51	onion - half sack	388
Oti	8	51	charcoal - half sack	72
Oti	8	51	alcoholic drink (750ml) - box (12)	132
Oti	8	51	biscuits - pack	352
Oti	8	51	cutlass - piece (s)	76
Oti	8	51	cocoa motoblow machine - piece (s)	911
Oti	8	51	cocoa drying mat (apah) - piece (s)	761
Oti	8	51	cabbage - half sack	277
Oti	8	51	wooden spatula (bankuta) - piece (s)	920
Oti	8	51	earthenware (medium) - piece (s)	604
Oti	8	51	sardine - box	347
Oti	8	51	water pump machine - piece (s)	714
Oti	8	51	plastic pipe - piece (s)	537
Oti	8	51	bread - small sack	457
Oti	8	51	maize (corn) flour - small sack	38
Oti	8	51	bathroom slippers (chalewote) - pair	756
Oti	8	51	groundnut paste - paint rubber (small)	505
Oti	8	51	beans - sack	111
Oti	8	51	wheelbarrow - piece (s)	1158
Oti	8	51	milo - tin (400g)	487
Oti	8	51	frozen chicken - polythene bag	668
Oti	8	51	bread - half sack	1021
Oti	8	51	eskimo chest (ice chest, food flask) - piece (s)	301
Oti	8	51	spices - small sack	1031
Oti	8	51	cabbage - small sack	337
Oti	8	51	balm (ointment) - pan	1497
Oti	8	51	male fowl, cock (above 3yrs) - piece (s)	713
Oti	8	51	new gas cylinder (15kg) - piece (s)	683
Oti	8	51	buta - piece (s)	1122
Oti	8	51	garden eggs (solanu, ntroba) - sack	257
Oti	8	51	fresh pepper - half sack	250
Oti	8	51	lpg gas - cylinder (45kg)	1547
Oti	8	51	soursop (local apple/aluguntugui) - piece (s)	1538
Oti	8	51	grass cutter - piece (s)	1023
Oti	8	51	dried (dry) fish (gblolovi, amani) - pan	341
Oti	8	51	soya beans - half sack	1042
Oti	8	51	standing fan - piece (s)	96
Oti	8	51	blender - piece (s)	291
Oti	8	51	electrical cable - roll	554
Oti	8	51	electrical bulb (led bulb) - box	237
Oti	8	51	carrots - half sack	354
Oti	8	51	cigarettes - box	81
Oti	8	51	sandals - sack	49
Oti	8	51	fresh pepper - pan	686
Oti	8	51	chewing gum - box	763
Oti	8	51	pvc pipe - piece (s)	625
Oti	8	51	cooking (vegetable) oil - gallon (10L)	302
Oti	8	51	gari (kivo gari) - box	98
Oti	8	51	salt - rubber bag	769
Oti	8	51	spaghetti - pack	507
Oti	8	51	cooking pot (large) - piece (s)	142
Oti	8	51	dried (dry) pepper - rubber bag	1043
Oti	8	51	cube (maggie cube, onga) - pack	616
Oti	8	51	onion - rubber bag	783
Oti	8	51	soap - box (36)	1066
Oti	8	51	okro - rubber bag	254
Oti	8	51	1/2 plywood - piece (s)	258
Oti	8	51	garden eggs (solanu, ntroba) - rubber bag	573
Oti	8	51	blood tonic (medicine) - piece (s)	1213
Oti	8	51	mobile phone charger - piece (s)	48
Oti	8	51	mobile phone case - piece (s)	432
Oti	8	51	nail - box	398
Oti	8	51	umbrella - piece (s)	519
Oti	8	51	soap - bar (s)	1303
Oti	8	51	maize grinding mill machine (corn grinding machine) - piece (s)	785
Oti	8	51	bread - sack	407
Oti	8	51	cabbage - sack	177
Oti	8	51	deodorant - piece (s)	1327
Oti	8	51	padlock - piece (s)	1295
Oti	8	51	plantain - basket	452
Oti	8	51	maize (corn) - sack	186
Oti	8	51	corn dough - sack	845
Oti	8	51	millet - sack	381
Oti	8	51	dried (dry) pepper - half sack	987
Oti	8	51	soft drink (330ml) - pack (20)	219
Oti	8	51	fresh pepper - rubber bag	255
Oti	8	51	maize (corn) flour - half fertilizer bag	86
Oti	8	51	cassava - pan	59
Oti	8	51	insecticide - box (12)	593
Oti	8	51	fresh pepper - sack	190
Oti	8	51	fresh pepper - basket	27
Oti	8	51	gari - sack	221
Oti	8	51	palm nut fruits - pan	1002
Oti	8	51	beans - small sack	129
Oti	8	51	maize (corn) - rubber bag	570
Oti	8	51	garden eggs (solanu, ntroba) - half basket	968
Oti	8	51	fresh pepper - fertilizer bag	25
Oti	8	51	plantain - fertilizer bag	241
Oti	8	51	banana - pan	865
Oti	8	51	okro - basket	65
Oti	8	51	beans - pan	77
Oti	8	51	firewood - pan	11
Oti	8	51	akpeteshie - gallon (5L)	1156
Oti	8	51	dried groundnut (dry groundnut) - sack	466
Oti	8	51	agushie (melon seeds) - sack	1095
Oti	8	51	dried (dry) pepper - sack	376
Oti	8	51	rubber container - piece (s)	310
Oti	8	51	cocoa beans - half sack	329
Oti	8	51	pick axe - piece (s)	46
Oti	8	51	dried (dry) fish (gblolovi, amani) - sack	130
Oti	8	51	local standing broom - piece (s)	447
Oti	8	51	rice - bag 25kg	146
Oti	8	51	cocoa beans - small sack	330
Oti	8	51	palm kernel - half sack	1548
Oti	8	51	dried coconut (dry) - sack	847
Oti	8	51	cassava - small sack	26
Oti	8	51	soya beans - sack	1243
Oti	8	51	kola nut/cola nut - small sack	483
Oti	8	51	akpeteshie - gallon (30L)	626
Oti	8	51	fresh pepper - small sack	71
Oti	8	51	powdered pepper - half sack	1549
Oti	8	51	clay pot (medium) - piece (s)	406
Oti	8	51	gari - half sack	744
Oti	8	51	paint - bucket (20L)	548
Oti	8	51	maize (corn) flour - polythene bag	137
Oti	8	51	powdered pepper - polythene bag	37
Oti	8	51	diesel - gallon (10L)	1291
Oti	8	51	soft drink (300ml) - pack (16)	206
Oti	8	51	bread - rubber bag	326
Oti	8	51	female fowl, hen (below 1yr) - piece (s)	19
Oti	8	51	liquid fertiliser (super glo) - gallon (5L)	601
Oti	8	51	soya beans - fertilizer bag	139
Oti	8	51	plantain - tray	639
Oti	8	51	fried fish - polythene bag	814
Oti	8	51	motor engine - box	539
Oti	8	51	carpet - yard	691
Oti	8	51	soft drink (330ml) - crate (24)	687
Oti	8	51	insecticide - bottle (1L)	874
Oti	8	51	drugs (medicine, syrup) - bottle (200ml)	594
Oti	8	51	fertilizer (fertiliser) - bag 50kg	216
Oti	8	51	soft drink (330ml) - bottle (330ml)	154
Oti	8	51	beans - half fertilizer bag	155
Oti	8	51	maize (corn) - small  sack	147
Oti	8	51	male fowl, cock (below 1yr) - piece (s)	279
Oti	8	51	roofing sheet (coloured) - piece (s)	549
Oti	8	51	catapult - piece (s)	998
Oti	8	51	local broom - piece (s)	39
Oti	8	51	alcoholic drink (350ml) - pack (12)	751
Oti	8	51	lpg gas - cylinder (10kg)	453
Oti	8	51	male fowl, cock (1yr to 3yrs) - piece (s)	10
Oti	8	51	okro - polythene bag	63
Oti	8	51	alcoholic drink (250ml) - box (24)	314
Oti	8	51	fresh groundnut - small sack	809
Oti	8	51	energy drink (350ml) - pack (12)	54
Oti	8	51	snail (aborbor) - half sack	1550
Oti	8	51	1/2 pvc pipe - piece (s)	322
Oti	8	51	fried fish - rubber bowl	1117
Oti	8	51	corn dough - rubber bag	606
Oti	8	51	cassava - tuber	24
Oti	8	51	petrol - gallon (10L)	286
Oti	8	51	cocoa - sack	373
Oti	8	51	salt - rubber bowl	765
Oti	8	51	dried (dry) pepper - rubber bowl	1236
Oti	8	51	rubber bucket (10L) (plastic bucket) - piece (s)	280
Oti	8	51	pig feed - sack	689
Oti	8	51	bread - tray	57
Oti	8	51	alcoholic drink (330ml) - crate (24)	294
Oti	8	51	banana - tray	885
Oti	8	51	prekese - sack	368
Oti	8	51	banana - fertilizer bag	1514
Oti	8	51	maize (corn) - half fertilizer bag	642
Oti	8	51	cassava - fertilizer bag	123
Oti	8	51	cocoa - fertilizer bag	349
Oti	8	51	rice (husked, not milled) - small sack	1247
Oti	8	51	plastic  dusbin container - piece (s)	332
Oti	8	51	fresh coconut - piece (s)	738
Oti	8	51	soft drink (350ml) - pack (12)	53
Oti	8	51	energy drink (350ml) - pack (16)	698
Oti	8	51	cocoa - small sack	743
Oti	8	51	soft drink (350ml) - pack (16)	360
Oti	8	51	goat (above 3yrs male) - piece (s)	650
Oti	8	51	shoe - pair	898
Oti	8	51	barrel (plastic container) 250L - piece (s)	185
Oti	8	51	ginger - small sack	645
Oti	8	51	sickle (cocoa plugging tools) - half box	1380
Oti	8	51	herbal medicine (local medicine) - fertilizer bag	434
Oti	8	51	diesel - gallon (5L)	1081
Oti	8	51	herbal medicine (local medicine) - gallon (5L)	784
Oti	8	51	onion - piece (s)	729
Oti	8	51	wellington boot - pair	664
Oti	8	51	rubber bucket (15L)  (plastic bucket) - piece (s)	331
Oti	8	51	soft drink (350ml) - pack (24)	816
Oti	8	51	azumah blow soap - polythene bag	637
Oti	8	51	fertilizer (fertiliser) - bottle (1L)	390
Oti	8	51	herbal medicine (local medicine) - rubber bowl	1017
Oti	8	51	orange - fertilizer bag	732
Oti	8	51	plantain - small sack	344
Oti	8	51	palm (red) oil - gallon (5L)	181
Oti	8	51	orange - small sack	292
Oti	8	51	paint - bucket (10L)	244
Oti	8	51	fresh tomatoes - pan	173
Oti	8	51	garden eggs (solanu, ntroba) - polythene bag	317
Oti	8	51	dried (dry) fish (gblolovi, amani) - small sack	465
Oti	8	51	rice (husked, not milled) - sack	525
Oti	8	51	cooking (vegetable) oil - bottle (1.5L)	42
Oti	8	51	smoked herring (smoked fish) - polythene bag	478
Oti	8	51	pvc soft hose - roll	857
Oti	8	51	female fowl, hen (1yr to 3yrs ) - piece (s)	1
Oti	8	51	plastic table - piece (s)	679
Oti	8	51	wooden door - piece (s)	661
Oti	8	51	new gas cylinder (6kg) - piece (s)	338
Oti	8	51	bamboo stick - bundle	1551
Oti	8	51	yam (cocoyam,water yam) - small sack	5
Oti	8	51	cassava - half fertilizer bag	84
Oti	8	51	sheep (1yr to 3yrs female) - piece (s)	140
Oti	8	51	dried groundnut (dry groundnut) - polythene bag	134
Oti	8	51	smoked herring (smoked fish) - basket	192
Oti	8	51	plastic (rubber) basket - piece (s)	251
Oti	8	51	alcoholic drink (200ml) - bottle (200ml)	425
Oti	8	51	maize grinding mill machine stand parts (corn grinding machine stand) - piece (s)	1348
Oti	8	51	fresh pepper - polythene bag	357
Oti	8	51	ginger - pan	1121
Oti	8	51	powdered pepper - rubber bag	736
Oti	8	51	metal bar - piece (s)	239
Oti	8	51	palm nut fruits - basket	922
Oti	8	51	bread - pan	701
Oti	8	51	empty gallon 5L - piece (s)	561
Oti	8	51	head pan - piece (s)	595
Oti	8	51	cooking (vegetable) oil - box	176
Oti	8	51	gari - rubber bag	450
Oti	8	51	car tyres - piece (s)	60
Oti	8	51	palm (red) oil - gallon (20L)	1068
Oti	8	51	mattress (12 inches k/s) - piece (s)	843
Oti	8	51	local herbs (mahogany bark ,mahogany herbs) - polythene bag	162
Oti	8	51	pepper (kivo pepper) - sachet (6g)	697
Oti	8	51	candle - box	669
Oti	8	51	potatoes (sweet potatoes) - half sack	966
Oti	8	51	fresh coconut - half sack	908
Oti	8	51	pawpaw - piece (s)	960
Oti	8	51	empty barrel (200L) - piece (s)	109
Oti	8	51	beans - polythene bag	99
Oti	8	51	gari - polythene bag	104
Oti	8	51	coal pot (coalpot) - piece (s)	118
Oti	8	51	millet - small sack	956
Oti	8	51	snail (aborbor) - small sack	1505
Oti	8	51	cobweb brush duster(ceiling brush) - piece (s)	1057
Oti	8	51	hair conditioner (shampoo) - gallon (5L)	1030
Oti	8	51	soap - box (24)	712
Oti	8	51	sachet water rubber (ice water rubber) - sack	780
Oti	8	51	banku - pan	1466
Oti	8	51	window mesh - piece (s)	777
Oti	8	51	fresh tomatoes - rubber bowl	150
Oti	8	51	iron rods (10mm) - piece (s)	721
Oti	8	51	engine oil (car oil) - gallon (5L)	410
Oti	8	51	dried groundnut (dry groundnut) - half sack	544
Oti	8	51	bicycle parts - piece (s)	382
Oti	8	51	vegetable leaves (spinach, kontomire, cocoyam leaves, sweet potato leaves, amaranth leaves, alefu, fontete, amaratus) - polythene bag	719
Oti	8	51	cassava - piece (s)	723
Oti	8	51	onion - small sack	238
Oti	8	51	fried fish - basket	1132
Oti	8	51	dried okro (dry okro) - half sack	126
Oti	8	51	cassava dough - small sack	328
Oti	8	51	slippers - box	943
Oti	8	51	okro - pan	16
Oti	8	51	fresh maize (fresh corn) - half sack	684
Oti	8	51	fresh tomatoes - mini basket	343
Oti	8	51	dried groundnut (dry groundnut) - small sack	515
Oti	8	51	plantain - polythene bag	722
Oti	8	51	aluminium pan - piece (s)	670
Oti	8	51	hangers - piece (s)	1569
Oti	8	51	vegetable leaves (spinach, kontomire, cocoyam leaves, sweet potato leaves, amaranth leaves, alefu, fontete, amaratus) - half sack	278
Oti	8	51	bicycle tube - piece (s)	962
Oti	8	51	rubber container (plastic container) - piece (s)	512
Oti	8	51	toilet roll - pack	284
Oti	8	51	agushie (melon seeds) - pan	1353
Oti	8	51	mop stick - piece (s)	268
Oti	8	51	rice - polythene bag	88
Oti	8	51	rubber bowl (plastic bowl) - pan	1209
Oti	8	51	roasted maize and groundnut (azikpeli) - rubber container (3kg)	1570
Oti	8	51	dried okro (dry okro) - fertilizer bag	125
Oti	8	51	maize (corn) - rubber bowl	110
Oti	8	51	rice - bag 10kg	949
Oti	8	51	okro - half pan	884
Oti	8	51	matches - pack	812
Oti	8	51	smoked herring (smoked fish) - tray	1145
Oti	8	51	sowing machine (Auto seeder) - piece (s)	1040
Oti	8	51	kerosene - gallon (25L)	1504
Oti	8	51	palm nut fruits - polythene bag	674
Oti	8	51	cassava dough - fertilizer bag	815
Oti	8	51	chainsaw machine - piece (s)	681
Oti	8	51	smoked herring (smoked fish) - fertilizer bag	1297
Oti	8	51	smoked herring (smoked fish) - half sack	692
Oti	8	51	head wrap (scarf) - pan	1108
Oti	8	51	plantain - rubber bowl	530
Oti	8	51	soya beans - small sack	1222
Oti	8	51	garden eggs (solanu, ntroba) - small sack	164
Oti	8	51	alcoholic drink (375ml) - crate (24)	795
Oti	8	51	fresh maize (fresh corn) - fertilizer bag	1016
Oti	8	51	new gas cylinder (14kg) - piece (s)	309
Oti	8	51	fresh fish - half fertilizer bag	1024
Oti	8	51	dried (dry) pepper - fertilizer bag	30
Oti	8	51	watermelon (large) - piece (s)	380
Oti	8	51	dried coconut (dry) - small sack	1034
Oti	8	51	fried fish - tray	1555
Oti	8	51	empty fertilizer bag - bundle	442
Oti	8	51	fresh maize (fresh corn) - pan	952
Oti	8	51	kola nut/cola nut - sack	1176
Oti	8	51	rice (local rice) - half sack	547
Oti	8	51	apple - piece (s)	1464
Oti	8	51	mini wire mesh coalpot (ataya) - piece (s)	567
Oti	8	51	garden eggs (solanu, ntroba) - half sack	214
Oti	8	51	palm nut chaff - small sack	1507
Oti	8	51	dried coconut (dry) - piece (s)	947
Oti	8	51	salt - small sack	395
Oti	8	51	cassava dough - sack	610
Oti	8	51	cooking (vegetable) oil - bottle (5L)	9
Oti	8	51	maize (corn) flour - sack	422
Oti	8	51	engine oil (car oil) - box (12)	574
Oti	8	51	washing powder detergent - sachet (10kg)	295
Oti	8	51	gari - small sack	274
Oti	8	51	palm kernel - sack	1519
Oti	8	51	window frame - box	232
Oti	8	51	weedicide - paper sachet	1032
Oti	8	51	plantain chips - tray	990
Oti	8	51	vegetable leaves (spinach, kontomire, cocoyam leaves, sweet potato leaves, amaranth leaves, alefu, fontete, amaratus) - small sack	878
Oti	8	51	palm nut chaff - tray	1576
Oti	8	51	snail (aborbor) - basket	1577
Oti	8	51	palm (red) oil - gallon (10L)	954
Oti	8	51	material cloth (fabric) - 6 yards	770
Oti	8	51	gari - fertilizer bag	742
Oti	8	51	okro - sack	673
Oti	8	51	washing powder detergent - sachet (125g)	424
Oti	8	51	tomato paste - tin (210g)	1025
Oti	8	51	wig (hairpiece, hair wool) - piece (s)	589
Oti	8	51	azumah blow soap - piece (s)	87
Oti	8	51	orange - pan	905
Oti	8	51	student mattress (3 inches) - piece (s)	107
Oti	8	51	charcoal - pan	996
Oti	8	51	snail (aborbor) - pan	1524
Oti	8	51	orange - polythene bag	582
Oti	8	51	corn dough - half fertilizer bag	941
Oti	8	51	mobile phone,  (non-smartphone) - piece (s)	1289
Oti	8	51	vegetable leaves (spinach, kontomire, cocoyam leaves, sweet potato leaves, amaranth leaves, alefu, fontete, amaratus) - bundle	204
Oti	8	51	snail (aborbor) - half fertilizer bag	1563
Oti	8	51	cocoa beans - fertilizer bag	813
Oti	8	51	doughnut - rubber container	1238
Oti	8	51	lemon - fertilizer bag	1138
Oti	8	51	beans - rubber bag	67
Oti	8	51	cocoa beans - polythene bag	1193
Oti	8	51	canned soft drink (330ml) - pack (12)	112
Oti	8	51	empty plastic containers - rubber bag	824
Oti	8	51	knapsack spray spare parts - half sack	518
Oti	8	51	poultry feed - polythene bag	1578
Oti	8	51	goat (1yr to 3yrs female) - piece (s)	122
Oti	8	51	pigeon, dove (1yr to 3yrs female) - piece (s)	1314
Oti	8	51	palm (red) oil - bottle (1L)	1262
Oti	8	51	local gari seive (agbadze) - piece (s)	1053
Oti	8	51	material cloth (fabric) - sack	283
Oti	8	51	cocoa - half sack	821
Oti	8	51	fresh maize (fresh corn) - sack	688
Oti	8	51	motor bike spare parts - box	298
Oti	8	51	washing powder detergent - sachet (500g)	559
Oti	8	51	yam (cocoyam,water yam) - pan	15
Oti	8	51	fresh fish - pan	262
Oti	8	51	wood (2x3) - piece (s)	656
Oti	8	51	mattress (10 inches m/s) - piece (s)	776
Oti	8	51	soft drink (U fresh) - box	460
Oti	8	51	mobile phone, android (tecno, itel, infinix ) - piece (s)	870
Oti	8	51	bluetooth speakers (portable bluetooth music box) - piece (s)	323
Oti	8	51	bread - wooden sieve	546
Oti	8	51	wood (2x2) - piece (s)	384
Oti	8	51	material cloth (fabric) - yard	430
Oti	8	51	material cloth (fabric) - pan	236
Oti	8	51	charcoal - small sack	143
Oti	8	51	sugar - polythene bag	1074
Oti	8	51	fresh groundnut - polythene bag	490
Oti	8	51	tomato paste - rubber container (2kg)	638
Oti	8	51	dried groundnut (dry groundnut) - rubber bowl	1038
Oti	8	51	garlic - half sack	1579
Oti	8	51	student mattress ( 1 and half size) - piece (s)	869
Oti	8	51	sandals - pair	157
Oti	8	51	air freshner - piece (s)	1365
Oti	8	51	hair dye - pack (12)	545
Oti	8	51	local herbs (mahogany bark ,mahogany herbs) - sack	1146
Oti	8	51	tomato paste - bucket (10L)	702
Oti	8	51	knapsack spray spare parts - sack	517
Oti	8	51	body lotion (body cream) - piece (s)	334
Oti	8	51	salted fish (salted tilapia, koobi) - tray	511
Oti	8	51	fresh groundnut - rubber bowl	1218
Oti	8	51	motor tricycle spare parts (magic horn, digital horn) - piece (s)	1196
Oti	8	51	doormat - piece (s)	866
Oti	8	51	mushroom - basket	1041
Oti	8	51	cooking (vegetable) oil - bottle (2L)	500
Oti	8	51	cassava peels - sack	578
Oti	8	51	lemon grass - sack	890
Oti	8	51	soap - half sack	1215
Oti	8	51	powdered milk - tin	551
Oti	8	51	head wrap (scarf) - rubber bowl	1421
Oti	8	51	slippers - pan	558
Oti	8	51	saucepans (aluminium) - set	90
Oti	8	51	dried okro (dry okro) - small sack	29
Oti	8	51	fresh groundnut - half sack	695
Oti	8	51	dried (dry) pepper - small sack	31
Oti	8	51	knapsack sprayer - box	516
Oti	8	51	fresh groundnut - rubber bag	819
Oti	8	51	milk (tin) - tin	526
Oti	8	51	fertilizer (fertiliser) - bag 25kg	210
Oti	8	51	standing fan - box	528
Oti	8	51	smoked herring (smoked fish) - pan	1163
Oti	8	51	sardine - tin	199
Oti	8	51	fruit juice - carton (24)	296
Oti	8	51	take away rubber bag (polythene bag) - polythene bag	370
Oti	9	52	cooking (vegetable) oil - gallon (25L)	175
Oti	9	52	rice - bag 50kg	36
Oti	9	52	sugar - bag 50kg	120
Oti	9	52	maize (corn) - fertilizer bag	144
Oti	9	52	sheep (above 3yrs male) - piece (s)	782
Oti	9	52	spaghetti - box (20)	105
Oti	9	52	energy drink (330ml) - pack (12)	102
Oti	9	52	wood (1x12) - piece (s)	660
Oti	9	52	roofing sheet (aluminium) - piece (s)	246
Oti	9	52	flour (bread) - bag 50kg	531
Oti	9	52	maize (corn) - half fertilizer bag	642
Oti	9	52	banana - tray	885
Oti	9	52	orange - pan	905
Oti	9	52	ginger - small sack	645
Oti	9	52	orange - sack	243
Oti	9	52	orange - half sack	333
Oti	9	52	millet - fertilizer bag	1005
Oti	9	52	onion - sack	179
Oti	9	52	rice - bag 25kg	146
Oti	9	52	plantain - sack	180
Oti	9	52	plantain - half sack	324
Oti	9	52	plantain - basket	452
Oti	9	52	firewood - bundle	18
Oti	9	52	banana - pan	865
Oti	9	52	canned soft drink (330ml) - carton (24)	235
Oti	9	52	ginger - sack	393
Oti	9	52	milk (tin) - box	658
Oti	9	52	yam (cocoyam,water yam) - pan	15
Oti	9	52	maize (corn) - pan	69
Oti	9	52	rubber bucket (10L) (plastic bucket) - piece (s)	280
Oti	9	52	empty gallon 25L - piece (s)	2
Oti	9	52	ginger - pan	1121
Oti	9	52	ginger - fertilizer bag	900
Oti	9	52	banana - basket	936
Oti	9	52	standing fan - piece (s)	96
Oti	9	52	maize (corn) - small sack	50
Oti	9	52	plantain - bunch	56
Oti	9	52	orange - small sack	292
Oti	9	52	banana - bunch	203
Oti	9	52	second hand clothes - sack	34
Oti	9	52	cooking (vegetable) oil - gallon (10L)	302
Oti	9	52	material cloth (fabric) - sack	283
Oti	9	52	soft drink (330ml) - crate (24)	687
Oti	9	52	tomato paste - box	8
Oti	9	52	energy drink (300ml) - pack (12)	320
Oti	9	52	alcoholic drink (50ml) - box	161
Oti	9	52	cooking (vegetable) oil - gallon (5L)	116
Oti	9	52	roofing sheet (aluminium) - pack (20)	414
Oti	9	52	spices - tray	1552
Oti	9	52	diaper - pack	196
Oti	9	52	firewood - pan	11
Oti	9	52	tomato sauce (mackerel) tin (425g) - box (24)	577
Oti	9	52	soap - box	3
Oti	9	52	sheep (1yr to 3yrs male) - piece (s)	94
Oti	9	52	empty jute sack (ginger sacks) - small sack	879
Oti	9	52	cooking (vegetable) oil - box	176
Oti	9	52	empty jute sack (ginger sacks) - half sack	876
Oti	9	52	woven kente - 6 yards	1491
Oti	9	52	mattress (12 inches l/s, double bed) - piece (s)	1128
Oti	9	52	banana - sack	431
Oti	9	52	fresh coconut - half sack	908
Oti	9	52	cassava - pan	59
Oti	9	52	alcoholic drink (330ml) - bottle (330ml)	468
Oti	9	52	bathroom slippers (chalewote) - pair	756
Oti	9	52	fresh maize (fresh corn) - pan	952
Oti	9	52	vegetable leaves (spinach, kontomire, cocoyam leaves, sweet potato leaves, amaranth leaves, alefu, fontete, amaratus) - bundle	204
Oti	9	52	pawpaw - piece (s)	960
Oti	9	52	alcoholic drink (330ml) - crate (24)	294
Oti	9	52	soft drink (250ml) - bottle (250ml)	773
Oti	9	52	carpet - yard	691
Oti	9	52	plastic table - piece (s)	679
Oti	9	52	portable wireless speaker, bluetooth speakers (portable bluetooth music box) - box	734
Oti	9	52	slippers - sack	197
Oti	9	52	pillow - piece (s)	473
Oti	9	52	rice - rubber bag	64
Oti	9	52	maize (corn) - small  sack	147
Oti	9	52	orange - fertilizer bag	732
Oti	9	52	rice (local rice) - half sack	547
Oti	9	52	ginger - half sack	643
Oti	9	52	plastic chair - piece (s)	379
Oti	9	52	spaghetti - pack	507
Oti	9	52	mattress (8 inches l/s, double bed) - piece (s)	472
Oti	9	52	fresh coconut - sack	427
Oti	9	52	empty sacks - sack	387
Oti	9	52	soft drink (330ml) - pack (20)	219
Oti	9	52	cow skin (wele) - half sack	1391
Oti	9	52	charcoal - sack	22
Oti	9	52	metal scraps - sack	464
Oti	9	52	bread - basket	786
Oti	9	52	eggs - crate	174
Oti	9	52	female fowl, hen (below 1yr) - piece (s)	19
Oti	9	52	goat (1yr to 3yrs female) - piece (s)	122
Oti	9	52	beans - half sack	121
Oti	9	52	gari - half sack	744
Oti	9	52	biscuits - box	234
Oti	9	52	tomato paste - bucket (10L)	702
Oti	9	52	frozen chicken - carton	97
Oti	9	52	1/8 plywood - piece (s)	564
Oti	9	52	material cloth (fabric) - 12 yards	836
Oti	9	52	smoked herring (smoked fish) - sack	364
Oti	9	52	soft drink (250ml) - pack (20)	404
Oti	9	52	petrol - gallon (25L)	55
Oti	9	52	pvc pipe - piece (s)	625
Oti	9	52	1/4 plywood - piece (s)	613
Oti	9	52	herbal medicine (local medicine) - fertilizer bag	434
Oti	9	52	goat (1yr to 3yrs male) - piece (s)	135
Oti	9	52	mat - piece (s)	91
Oti	9	52	soft drink (300ml) - pack (12)	467
Oti	9	52	biscuits - pack	352
Oti	9	52	material cloth (fabric) - pan	236
Oti	9	52	motor tyre - piece (s)	21
Oti	9	52	yam (cocoyam,water yam) - half sack	6
Oti	9	52	smoked herring (smoked fish) - basket	192
Oti	9	52	sandals - pan	260
Oti	9	52	palm (red) oil - gallon (25L)	797
Oti	9	52	goat (below 1yr female) - piece (s)	520
Oti	9	52	herbal medicine (local medicine) - bottle (500ml)	690
Oti	9	52	frozen cow meat - polythene bag	881
Oti	9	52	banana - half sack	1165
Oti	9	52	rubber bowl (plastic bowl) - piece (s)	228
Oti	9	52	school bag - piece (s)	391
Oti	9	52	material cloth (fabric) - half sack	627
Oti	9	52	radio set - piece (s)	535
Oti	9	52	yam (cocoyam,water yam) - small sack	5
Oti	9	52	belt - piece (s)	894
Oti	9	52	flat screen television (32 inches) - piece (s)	149
Oti	9	52	satellite decoder - piece (s)	895
Oti	9	52	okro - basket	65
Oti	9	52	body vibrator massage - piece (s)	1553
Oti	9	52	sachet water (pure water) - bag	247
Oti	9	52	paint - bucket (10L)	244
Oti	9	52	paint - paint rubber (small)	202
Oti	9	52	male fowl, cock (1yr to 3yrs) - piece (s)	10
Oti	9	52	frozen fish - carton	361
Oti	9	52	takeaway pack (food pack) - pack	327
Oti	9	52	yam (cocoyam,water yam) - tuber	17
Oti	9	52	powdered pepper - half sack	1549
Oti	9	52	biscuits - polythene bag	615
Oti	9	52	pure water (sachet water) packaging bag - sack	356
Oti	9	52	bluetooth speakers (portable bluetooth music box) - piece (s)	323
Oti	9	52	second hand clothes - piece (s)	75
Oti	9	52	aluminium pan - piece (s)	670
Oti	9	52	palm (red) oil - gallon (5L)	181
Oti	9	52	maize (corn) - half sack	70
Oti	9	52	cassava dough - small sack	328
Oti	9	52	spices - half sack	1437
Oti	9	52	fried fish - basket	1132
Oti	9	52	energy drink (330ml) - bottle (330ml)	823
Oti	9	52	machete - piece (s)	193
Oti	9	52	nail - box	398
Oti	9	52	kola nut/cola nut - half sack	1112
Oti	9	52	milk (tin) - pack (24)	893
Oti	9	52	mattress (12 inches m/s) - piece (s)	1273
Oti	9	52	food supplement (organic protein) - bottle (3L)	1554
Oti	9	52	soap - tray	1357
Oti	9	52	second hand clothes - pan	208
Oti	9	52	alcoholic drink (750ml) - bottle (750ml)	160
Oti	9	52	mattress (10 inches l/s, double bed) - piece (s)	832
Oti	9	52	plantain - fertilizer bag	241
Oti	9	52	herbal medicine (local medicine) - pan	989
Oti	9	52	local drink - rubber bag	1384
Oti	9	52	snail (aborbor) - small sack	1505
Oti	9	52	shirt - piece (s)	1367
Oti	9	52	cassava - sack	191
Oti	9	52	soft drink (330ml) - bottle (330ml)	154
Oti	9	52	palm nut fruits - half sack	748
Oti	9	52	local broom - piece (s)	39
Oti	9	52	rice (husked, not milled) - sack	525
Oti	9	52	rice (husked, not milled) - half sack	864
Oti	9	52	gari - small sack	274
Oti	9	52	plantain - small sack	344
Oti	9	52	smock - piece (s)	1296
Oti	9	52	cement - bag 50kg	41
Oti	9	52	spices - box	902
Oti	9	52	mobile phone,  (non-smartphone) - piece (s)	1289
Oti	9	52	rice - half 50kg bag	187
Oti	9	52	diesel - gallon (25L)	790
Oti	9	52	mobile phone, android (samsung, huawei, google pixel ) - piece (s)	1364
Oti	9	52	lpg gas - cylinder (10kg)	453
