rowcode	selection	commodity
39966	110	1415
39967	110	50
39968	110	130
39969	110	1255
39970	110	1586
39971	110	1491
39972	110	898
39973	110	36
39974	110	1401
39975	110	120
39976	110	814
39977	110	857
39978	110	1543
39979	110	751
39980	110	251
39981	110	156
39982	110	447
39983	110	678
39984	110	1273
39985	110	370
39986	110	143
39987	110	719
39988	110	357
39989	110	150
39990	110	1317
39991	110	764
39992	110	695
39993	110	168
39994	110	432
39995	110	804
39996	110	43
39997	110	1646
39998	110	950
39999	110	987
40000	110	1225
40001	110	1206
40002	110	765
40003	110	19
40004	110	18
40005	110	1163
40006	110	1035
40007	110	339
40008	110	303
40009	110	250
40010	110	647
40011	110	397
40012	110	352
40013	110	1040
40014	110	88
40015	110	41
40016	110	137
40017	110	27
40018	110	422
40019	110	1236
40020	110	936
40021	110	139
40022	110	916
40023	110	947
40024	110	1289
40025	110	118
40026	110	836
40027	110	199
40028	110	319
40029	110	554
40030	110	10
40031	110	738
40032	110	160
40033	110	478
40034	110	290
40035	110	1640
40036	110	401
40037	110	124
40038	110	112
40039	110	91
40040	110	892
40041	110	662
40042	110	619
40043	110	621
40044	110	812
40045	110	245
40046	110	951
40047	110	161
40048	110	274
40049	110	1108
40050	110	296
40051	110	310
40052	110	1290
40053	110	270
40054	110	40
40055	110	513
40056	110	129
40057	110	793
40058	110	878
40059	110	474
40060	110	748
40061	110	104
40062	110	587
40063	110	500
40064	110	206
40065	110	843
40066	110	186
40067	110	552
40068	110	98
40069	110	94
40070	110	877
40071	110	609
40072	110	594
40073	110	35
40074	110	197
40075	110	681
40076	110	1314
40077	110	543
40078	110	714
40079	110	652
40080	110	537
40081	110	962
40082	110	177
40083	110	149
40084	110	301
40085	110	589
40086	110	96
40087	110	306
40088	110	935
40089	110	309
40090	110	776
40091	110	492
40092	110	770
40093	110	1342
40094	110	1239
40095	110	203
40096	110	557
40097	110	849
40098	110	608
40099	110	1159
40100	110	116
40101	110	683
40102	110	576
40103	110	495
40104	110	1180
40105	110	1259
40106	110	1128
40107	110	42
40108	110	430
40109	110	444
40110	110	473
40111	110	539
40112	110	277
40113	110	960
40114	110	1439
40115	110	255
40116	110	666
40117	110	901
40118	110	64
40119	110	133
40120	110	915
40121	110	1026
40122	110	871
40123	110	269
40124	110	359
40125	110	174
40126	110	1808
40127	110	424
40128	110	418
40129	110	135
40130	110	860
40131	110	971
40132	110	905
40133	111	210
40134	111	55
40135	111	66
40136	111	1
40137	111	1065
40138	111	138
40139	111	63
40140	111	783
40141	111	53
40142	111	18
40143	111	585
40144	111	848
40145	111	401
40146	111	22
40147	111	70
40148	111	69
40149	111	858
40150	111	713
40151	111	27
40152	111	534
40153	111	1029
40154	111	1569
40155	111	972
40156	111	766
40157	111	642
40158	111	110
40159	111	97
40160	111	144
40161	111	318
40162	111	116
40163	111	111
40164	111	175
40165	111	478
40166	111	769
40167	111	996
40168	111	987
40169	111	1125
40170	111	8
40171	111	103
40172	111	54
40173	111	616
40174	111	290
40175	111	1295
40176	111	133
40177	111	78
40178	111	719
40179	111	84
40180	111	79
40181	111	942
40182	111	817
40183	111	1283
40184	111	181
40185	111	11
40186	111	56
40187	111	745
40188	111	740
40189	111	744
40190	111	1156
40191	111	594
40192	111	61
40193	111	357
40194	111	756
40195	111	75
40196	111	662
40197	111	32
40198	111	254
40199	111	7
40200	111	42
40201	111	551
40202	111	1062
40203	111	121
40204	111	526
40205	111	415
40206	111	269
40207	111	50
40208	111	255
40209	111	136
40210	111	1208
40211	111	250
40212	111	131
40213	111	751
40214	111	161
40215	111	477
40216	111	168
40217	111	1390
40218	111	216
40219	111	668
40220	111	654
40221	111	395
40222	111	1094
40223	111	39
40224	111	34
40225	111	59
40226	111	1366
40227	111	155
40228	111	417
40229	111	352
40230	111	199
40231	111	617
40232	111	416
40233	111	1043
40234	111	149
40235	111	695
40236	111	833
40237	111	331
40238	111	267
40239	111	146
40240	111	868
40241	111	227
40242	111	1183
40243	111	1519
40244	111	1289
40245	111	782
40246	111	929
40247	111	86
40248	111	1299
40249	111	108
40250	111	317
40251	111	174
40252	111	635
40253	111	826
40254	111	552
40255	111	711
40256	111	1024
40257	111	36
40258	111	467
40259	111	522
40260	111	455
40261	111	419
40262	111	686
40263	111	25
40264	111	114
40265	111	212
40266	111	99
40267	111	570
40268	111	1403
40269	111	123
40270	111	469
40271	111	486
40272	111	270
40273	111	67
40274	111	156
40275	111	464
40276	111	314
40277	111	1126
40278	111	390
40279	111	76
40280	111	838
40281	111	271
40282	111	1225
40283	111	907
40284	111	80
40285	111	568
40286	111	628
40287	111	1023
40288	111	141
40289	111	143
40290	111	19
40291	111	83
40292	111	487
40293	111	274
40294	111	186
40295	111	453
40296	111	615
40297	111	38
40298	111	1033
40299	111	74
40300	111	106
40301	111	341
40302	111	134
40303	111	112
40304	111	1595
40305	111	641
40306	111	1019
40307	111	248
40308	111	211
40309	111	739
40310	111	786
40311	111	515
40312	111	511
40313	111	465
40314	111	731
40315	111	72
40316	111	839
40317	111	1273
40318	111	129
40319	111	1016
40320	111	147
40321	111	158
40322	111	247
40323	111	789
40324	111	284
40325	111	505
40326	111	223
40327	111	597
40328	111	197
40329	111	663
40330	111	814
40331	111	279
40332	111	190
40333	111	674
40334	111	295
40335	111	1032
40336	111	562
40337	111	450
40338	112	896
40339	112	1
40340	112	642
40341	112	401
40342	112	662
40343	112	120
40344	112	144
40345	112	221
40346	112	1525
40347	112	797
40348	112	748
40349	112	376
40350	112	254
40351	112	674
40352	112	688
40353	112	1154
40354	112	18
40355	112	608
40356	112	570
40357	112	121
40358	112	70
40359	112	50
40360	112	56
40361	112	10
40362	112	619
40363	112	22
40364	112	129
40365	112	637
40366	112	1100
40367	112	1149
40368	112	143
40369	112	975
40370	112	106
40371	112	38
40372	112	954
40373	112	447
40374	112	744
40375	112	673
40376	112	422
40377	112	323
40378	112	175
40379	112	470
40380	112	227
40381	112	83
40382	112	179
40383	112	894
40384	112	1442
40385	112	1180
40386	112	36
40387	112	104
40388	112	84
40389	112	357
40390	112	1392
40391	112	913
40392	112	495
40393	112	2
40394	112	681
40395	112	181
40396	112	243
40397	112	72
40398	112	110
40399	112	78
40400	112	51
40401	112	147
40402	112	65
40403	112	86
40404	112	1366
40405	112	477
40406	112	189
40407	112	828
40408	112	146
40409	112	1536
40410	112	1145
40411	112	342
40412	112	186
40413	112	1243
40414	112	31
40415	112	39
40416	112	450
40417	112	800
40418	112	915
40419	112	155
40420	112	138
40421	112	467
40422	112	111
40423	112	96
40424	112	170
40425	112	987
40426	112	438
40427	112	742
40428	112	384
40429	112	565
40430	112	88
40431	112	32
40432	112	387
40433	112	4
40434	112	116
40435	112	42
40436	112	811
40437	112	1441
40438	112	531
40439	112	1156
40440	112	410
40441	112	134
40442	112	235
40443	112	395
40444	112	683
40445	112	191
40446	112	28
40447	112	1137
40448	112	466
40449	112	1677
40450	112	960
40451	112	1406
40452	112	117
40453	112	34
40454	112	1507
40455	112	192
40456	112	113
40457	112	122
40458	112	1014
40459	112	563
40460	112	263
40461	112	26
40462	112	650
40463	112	238
40464	112	274
40465	112	48
40466	112	953
40467	112	1027
40468	112	693
40469	112	618
40470	112	1002
40471	112	1622
40472	112	1007
40473	112	255
40474	112	69
40475	112	464
40476	112	1266
40477	112	515
40478	112	231
40479	112	424
40480	112	1170
40481	112	112
40482	112	635
40483	112	105
40484	112	522
40485	112	76
40486	112	197
40487	112	302
40488	112	1025
40489	112	507
40490	112	5
40491	112	573
40492	112	864
40493	112	739
40494	112	1283
40495	112	177
40496	112	446
40497	112	82
40498	112	912
40499	112	241
40500	112	133
40501	112	114
40502	112	890
40503	112	517
40504	112	1179
40505	112	727
40506	112	55
40507	112	328
40508	112	164
40509	112	682
40510	112	261
40511	112	90
40512	112	991
40513	112	1519
40514	112	718
40515	112	847
40516	112	203
40517	112	331
40518	112	1592
40519	112	326
40520	112	1173
40521	112	74
40522	112	696
40523	112	12
40524	112	444
40525	112	568
40526	112	131
40527	112	219
40528	112	908
40529	112	427
40530	112	511
40531	112	1138
40532	112	259
40533	112	380
40534	112	247
40535	112	830
40536	112	600
40537	112	430
40538	112	1249
40539	112	660
40540	112	434
40541	112	1060
40542	112	615
40543	112	17
40544	112	30
40545	112	216
40546	112	390
40547	112	344
40548	112	286
40549	112	736
40550	112	95
40551	112	339
40552	112	214
40553	112	741
40554	112	782
40555	112	257
40556	112	838
40557	112	1053
40558	112	3
40559	112	223
40560	112	966
40561	112	815
40562	112	63
40563	112	137
40564	112	40
40565	112	610
40566	112	310
40567	112	1106
40568	112	66
40569	112	554
40570	112	228
40571	112	280
40572	112	234
40573	112	324
40574	112	102
40575	112	917
40576	112	1434
40577	112	1148
40578	112	103
40579	112	246
40580	112	210
40581	112	493
40582	112	6
