rowcode	selection	commodity
6757	23	54
6758	23	465
6759	23	41
6760	23	877
6761	23	178
6762	23	384
6763	23	618
6764	23	144
6765	23	778
6766	23	760
6767	23	1292
6768	23	96
6769	23	520
6770	23	25
6771	23	1095
6772	23	472
6773	23	139
6774	23	8
6775	23	114
6776	23	544
6777	23	923
6778	23	341
6779	23	16
6780	23	413
6781	23	547
6782	23	432
6783	23	416
6784	23	617
6785	23	48
6786	23	565
6787	23	190
6788	23	375
6789	23	145
6790	23	398
6791	23	85
6792	23	339
6793	23	1094
6794	23	138
6795	23	742
6796	23	1112
6797	23	753
6798	23	265
6799	23	10
6800	23	122
6801	23	1248
6802	23	756
6803	23	361
6804	23	1156
6805	23	105
6806	23	848
6807	23	120
6808	23	849
6809	23	587
6810	23	385
6811	23	1230
6812	23	616
6813	23	1293
6814	23	961
6815	23	1076
6816	23	1294
6817	23	1222
6818	23	405
6819	23	467
6820	23	40
6821	23	235
6822	23	627
6823	23	284
6824	23	319
6825	23	128
6826	23	323
6827	23	78
6828	23	571
6829	23	312
6830	23	626
6831	23	909
6832	23	648
6833	23	251
6834	23	1295
6835	23	268
6836	23	73
6837	23	32
6838	23	410
6839	23	182
6840	23	1219
6841	23	1192
6842	23	1247
6843	23	1283
6844	23	920
6845	23	49
6846	23	353
6847	23	699
6848	23	1208
6849	23	92
6850	23	483
6851	23	671
6852	23	266
6853	23	679
6854	23	107
6855	23	79
6856	23	324
6857	23	228
6858	23	310
6859	23	894
6860	23	908
6861	23	239
6862	23	1057
6863	23	315
6864	23	216
6865	23	39
6866	23	134
6867	23	378
6868	23	29
6869	23	56
6870	23	281
6871	23	148
6872	23	864
6873	23	126
6874	23	464
6875	23	461
6876	23	1029
6877	23	1
6878	23	1239
6879	23	1226
6880	23	227
6881	23	97
6882	23	576
6883	23	196
6884	23	90
6885	23	203
6886	23	815
6887	23	1081
6888	23	970
6889	23	356
6890	23	1296
6891	23	12
6892	23	301
6893	23	363
6894	23	395
6895	23	133
6896	23	435
6897	23	334
6898	23	446
6899	23	683
6900	23	118
6901	23	331
6902	23	246
6903	23	1300
6904	23	898
6905	23	505
6906	23	252
6907	23	1148
6908	23	1189
6909	23	307
6910	23	956
6911	23	953
6912	23	801
6913	23	433
6914	23	1265
6915	23	1252
6916	23	189
6917	23	456
6918	23	236
6919	23	989
6920	23	450
6921	23	800
6922	23	988
6923	23	283
6924	23	387
6925	23	966
6926	23	33
6927	23	136
6928	23	1277
6929	23	147
6930	23	68
6931	23	1308
6932	23	739
6933	23	256
6934	23	940
6935	23	1309
6936	23	1190
6937	23	135
6938	23	719
6939	23	1310
6940	23	818
6941	23	494
6942	23	294
6943	23	925
6944	23	31
6945	23	986
6946	23	1074
6947	23	181
6948	23	58
6949	23	1266
6950	23	1249
6951	23	1019
6952	23	64
6953	23	131
6954	23	1070
6955	23	574
6956	23	785
6957	23	475
6958	23	1042
6959	23	1361
6960	23	963
6961	23	1257
6962	23	463
6963	23	776
6964	23	1158
6965	23	661
6966	23	47
6967	23	1348
6968	23	422
6969	23	595
6970	23	605
6971	23	749
6972	23	36
6973	23	477
6974	23	1362
6975	23	231
6976	23	797
6977	23	302
6978	23	351
6979	23	71
6980	23	512
6981	23	798
6982	23	847
6983	23	327
6984	23	202
6985	23	434
6986	23	93
6987	23	23
6988	23	167
6989	23	240
6990	23	286
6991	23	964
6992	23	263
6993	23	600
6994	23	792
6995	23	650
6996	23	428
6997	23	861
6998	23	971
6999	23	46
7000	23	806
7001	23	1275
7002	23	993
7003	23	141
7004	23	309
7005	23	1358
7006	23	649
7007	23	680
7008	23	897
7009	23	318
7010	23	816
7011	23	670
7012	23	678
7013	23	1313
7014	23	158
7015	23	750
7016	23	732
7017	23	1047
7018	23	332
7019	23	377
7020	23	76
7021	23	733
7022	23	253
7023	23	392
7024	23	248
7025	23	362
7026	23	1035
7027	23	109
7028	23	336
7029	23	380
7030	23	795
7031	23	499
7032	24	136
7033	24	1040
7034	24	129
7035	24	11
7036	24	18
7037	24	186
7038	24	352
7039	24	883
7040	24	285
7041	24	88
7042	24	379
7043	24	586
7044	24	328
7045	24	227
7046	24	1094
7047	24	1243
7048	24	247
7049	24	676
7050	24	686
7051	24	381
7052	24	466
7053	24	693
7054	24	1244
7055	24	7
7056	24	196
7057	24	741
7058	24	984
7059	24	306
7060	24	1102
7061	24	430
7062	24	55
7063	24	345
7064	24	717
7065	24	111
7066	24	125
7067	24	1245
7068	24	1246
7069	24	169
7070	24	410
7071	24	70
7072	24	940
7073	24	515
7074	24	36
7075	24	120
7076	24	8
7077	24	175
7078	24	1013
7079	24	144
7080	24	642
7081	24	69
7082	24	1247
7083	24	147
7084	24	776
7085	24	54
7086	24	917
7087	24	856
7088	24	86
7089	24	975
7090	24	711
7091	24	50
7092	24	570
7093	24	153
7094	24	141
7095	24	1248
7096	24	1095
7097	24	1240
7098	24	918
7099	24	986
7100	24	687
7101	24	155
7102	24	110
7103	24	916
7104	24	156
7105	24	157
7106	24	1180
7107	24	1249
7108	24	1220
7109	24	406
7110	24	32
7111	24	766
7112	24	1250
7113	24	915
7114	24	66
7115	24	713
7116	24	19
7117	24	1
7118	24	279
7119	24	246
7120	24	775
7121	24	360
7122	24	20
7123	24	382
