rowcode	selection	commodity
21167	62	201
21168	62	360
21169	62	778
21170	62	407
21171	62	757
21172	62	267
21173	62	798
21174	62	264
21175	62	286
21176	62	795
21177	62	46
21178	62	710
21179	62	173
21180	62	871
21181	62	211
21182	62	147
21183	62	312
21184	62	235
21185	62	611
21186	62	442
21187	62	194
21188	62	462
21189	62	828
21190	62	845
21191	62	294
21192	62	600
21193	62	742
21194	62	782
21195	62	1
21196	62	796
21197	62	724
21198	62	392
21199	62	326
21200	62	810
21201	62	175
21202	62	221
21203	62	295
21204	62	10
21205	62	94
21206	62	477
21207	62	75
21208	62	870
21209	62	627
21210	62	650
21211	62	231
21212	62	132
21213	62	1159
21214	62	302
21215	62	642
21216	62	6
21217	62	1035
21218	62	248
21219	62	492
