rowcode	selection	commodity
11766	36	71
11767	36	631
11768	36	870
11769	36	766
11770	36	273
11771	36	279
11772	36	1
11773	36	650
11774	36	50
11775	36	742
11776	36	175
11777	36	1156
11778	36	258
11779	36	1152
11780	36	138
11781	36	306
11782	36	76
11783	36	155
11784	36	51
11785	36	850
11786	36	460
11787	36	55
11788	36	228
11789	36	559
11790	36	120
11791	36	114
11792	36	585
11793	36	83
11794	36	125
11795	36	544
11796	36	503
11797	36	91
11798	36	153
11799	36	29
11800	36	1043
11801	36	30
11802	36	5
11803	36	269
11804	36	126
11805	36	86
11806	36	401
11807	36	33
11808	36	94
11809	36	154
11810	36	615
11811	36	105
11812	36	219
11813	36	776
11814	36	211
11815	36	58
11816	36	975
11817	36	642
11818	36	811
11819	36	178
11820	36	123
11821	36	144
11822	36	84
11823	36	26
11824	36	1301
11825	36	1358
11826	36	168
11827	36	637
11828	36	311
11829	36	163
11830	36	1311
11831	36	1276
11832	36	1236
11833	36	1042
11834	36	1222
11835	36	500
11836	36	515
11837	36	846
11838	36	19
11839	36	157
11840	36	334
11841	36	1333
11842	36	156
11843	36	341
11844	36	23
11845	36	61
11846	36	769
11847	36	87
11848	36	79
11849	36	450
11850	36	1028
11851	36	445
11852	36	1103
11853	36	1196
11854	36	767
11855	36	32
11856	36	1402
11857	36	461
11858	36	698
11859	36	360
11860	36	280
11861	36	85
11862	36	616
11863	36	395
11864	36	81
11865	36	1032
11866	36	117
11867	36	39
11868	36	1029
11869	36	1203
11870	36	565
11871	36	840
11872	36	358
11873	36	167
11874	36	116
11875	36	1293
11876	36	115
11877	36	132
11878	36	1463
11879	36	1024
11880	36	1317
11881	36	1319
11882	36	410
11883	36	93
11884	36	535
11885	36	863
11886	36	1095
11887	36	516
11888	36	102
11889	36	41
11890	36	617
11891	36	801
11892	36	512
11893	36	310
11894	36	791
11895	36	765
11896	36	647
11897	36	938
11898	36	42
11899	36	483
11900	36	629
11901	36	118
11902	36	971
11903	36	1379
11904	36	956
11905	36	701
11906	36	283
11907	36	539
11908	36	326
11909	36	379
11910	36	136
11911	36	293
11912	36	795
11913	36	552
11914	36	833
11915	36	171
11916	36	1294
11917	36	1303
11918	36	251
11919	36	119
11920	36	49
11921	36	980
11922	36	381
11923	36	88
11924	36	151
11925	36	345
11926	36	507
11927	36	128
11928	36	1234
11929	36	1381
11930	36	222
11931	36	20
11932	36	104
11933	36	563
11934	36	446
11935	36	1016
11936	36	941
11937	36	261
11938	36	229
11939	36	353
11940	36	730
11941	36	234
11942	36	110
11943	36	1356
11944	36	844
11945	36	940
11946	36	986
11947	36	809
11948	36	723
11949	36	78
11950	36	36
11951	36	135
11952	36	59
11953	36	890
11954	36	545
11955	36	352
11956	36	1041
11957	36	686
11958	36	888
11959	36	959
11960	36	812
11961	36	3
11962	36	996
11963	36	141
11964	36	64
11965	36	1320
11966	36	250
11967	36	267
11968	36	343
11969	36	1084
11970	36	1057
11971	36	426
11972	36	216
11973	36	16
11974	36	174
11975	36	1212
11976	36	695
11977	36	294
11978	36	404
11979	36	440
11980	36	748
11981	36	1000
11982	36	528
11983	36	674
11984	36	819
11985	36	189
11986	36	69
11987	36	1102
11988	36	562
11989	36	375
11990	36	34
11991	36	937
11992	36	131
11993	36	252
11994	36	142
11995	36	913
11996	36	842
11997	36	708
11998	36	1224
11999	36	595
12000	36	147
12001	36	1228
12002	36	816
12003	36	255
12004	36	206
12005	36	357
12006	36	25
12007	36	1218
12008	36	1369
12009	36	221
12010	36	713
12011	36	1323
12012	36	1072
12013	36	1132
12014	36	380
12015	36	1468
12016	36	173
12017	36	1025
12018	36	1163
12019	36	1455
12020	36	1235
12021	36	457
12022	36	1129
12023	36	437
12024	36	227
12025	36	1459
12026	36	184
12027	36	711
12028	36	532
12029	36	768
12030	36	1035
12031	36	1117
12032	36	377
12033	36	756
12034	36	12
12035	36	914
12036	36	893
12037	36	1265
12038	36	1365
12039	36	600
12040	36	782
12041	36	837
12042	36	1469
12043	36	828
12044	36	1026
12045	36	1126
12046	36	1470
12047	36	486
12048	36	1407
12049	36	1471
12050	36	1472
12051	36	1070
12052	36	1040
12053	36	1002
12054	36	122
12055	36	324
12056	36	1410
12057	36	137
12058	36	74
12059	36	1473
12060	36	958
12061	36	1175
12062	36	540
12063	36	854
12064	36	815
12065	36	181
12066	36	1420
12067	36	1247
12068	36	950
12069	36	387
12070	36	1380
12071	36	1180
12072	36	416
12073	36	48
12074	36	1217
12075	36	670
12076	36	253
12077	36	864
12078	36	1405
12079	36	1038
12080	36	314
12081	36	474
12082	36	963
12083	36	1143
12084	36	247
12085	36	298
12086	36	1141
12087	36	633
12088	36	753
12089	36	696
12090	36	235
12091	36	757
12092	36	1021
12093	36	668
12094	36	985
12095	36	579
12096	36	1232
12097	36	992
12098	36	574
12099	36	1368
12100	36	949
12101	36	468
12102	36	470
12103	36	139
12104	36	1329
12105	36	40
12106	36	1049
12107	36	1240
12108	36	1231
12109	36	770
12110	36	966
12111	36	1315
12112	36	166
12113	36	489
12114	36	185
12115	36	699
12116	36	1376
12117	36	924
12118	36	999
12119	36	826
12120	36	430
12121	36	99
12122	36	268
12123	36	1359
12124	36	1242
12125	36	972
12126	36	1275
12127	36	691
12128	36	785
12129	36	159
12130	36	948
12131	36	107
12132	36	973
12133	36	254
12134	36	1008
12135	36	1185
12136	36	1039
12137	36	1166
12138	36	1321
12139	36	382
12140	36	906
12141	36	1189
12142	36	1377
12143	36	1474
12144	36	1325
12145	36	611
12146	36	930
12147	36	1339
12148	36	432
12149	36	134
12150	36	1475
12151	36	526
12152	36	981
12153	36	678
12154	36	1124
12155	36	63
12156	36	918
12157	36	398
12158	36	1100
12159	36	429
12160	36	1123
12161	36	494
12162	36	587
12163	36	679
12164	36	491
12165	36	898
12166	36	505
12167	36	2
12168	36	561
12169	36	413
12170	36	469
12171	36	945
12172	36	682
12173	36	790
12174	36	568
12175	36	182
12176	36	554
12177	36	522
12178	36	463
12179	36	628
12180	36	536
12181	36	1081
12182	36	24
12183	36	284
12184	36	886
12185	36	196
12186	36	13
12187	36	897
12188	36	67
12189	36	654
12190	36	113
12191	36	739
12192	36	786
12193	36	1424
12194	36	179
12195	36	582
12196	36	388
12197	36	7
12198	37	809
12199	37	221
12200	37	191
12201	37	26
12202	37	676
12203	37	235
12204	37	70
12205	37	17
12206	37	6
12207	37	36
12208	37	120
12209	37	146
12210	37	129
12211	37	186
12212	37	766
12213	37	135
12214	37	448
12215	37	308
12216	37	352
12217	37	44
12218	37	492
12219	37	22
12220	37	133
12221	37	50
12222	37	269
12223	37	206
12224	37	219
12225	37	687
12226	37	52
12227	37	515
12228	37	144
12229	37	174
12230	37	24
12231	37	474
12232	37	294
12233	37	698
12234	37	7
12235	37	404
12236	37	181
12237	37	72
12238	37	695
12239	37	203
12240	37	320
12241	37	552
12242	37	399
12243	37	544
12244	37	187
12245	37	56
12246	37	610
12247	37	744
12248	37	274
12249	37	18
12250	37	996
12251	37	333
12252	37	204
12253	37	55
12254	37	381
12255	37	243
12256	37	11
12257	37	359
12258	37	401
12259	37	438
12260	37	112
12261	37	888
12262	37	1282
12263	37	150
12264	37	654
12265	37	905
12266	37	768
12267	37	316
12268	37	845
12269	37	732
12270	37	673
12271	37	811
12272	37	94
12273	37	1036
12274	37	284
12275	37	327
12276	37	196
12277	37	904
12278	37	1219
12279	37	914
12280	37	884
12281	37	1005
12282	37	189
12283	37	59
12284	37	901
12285	37	817
12286	37	717
12287	37	611
12288	37	303
12289	37	256
12290	37	1260
12291	37	528
12292	37	1108
12293	37	487
12294	37	756
12295	37	1
12296	37	292
12297	37	113
12298	37	803
12299	37	993
12300	37	1195
12301	37	361
12302	37	115
12303	37	114
12304	37	1140
12305	37	593
12306	37	379
12307	37	4
12308	37	874
12309	37	122
12310	37	935
12311	37	505
12312	37	147
12313	37	76
12314	37	980
12315	37	1220
12316	37	71
12317	37	254
12318	37	65
12319	37	341
12320	37	78
12321	37	96
12322	37	1481
12323	37	310
12324	37	1222
12325	37	251
12326	37	173
12327	37	1027
12328	37	63
12329	37	278
12330	37	370
12331	37	218
12332	37	1175
12333	37	1014
12334	37	954
12335	37	1161
12336	37	719
12337	37	250
12338	37	41
12339	37	116
12340	37	247
12341	37	168
12342	37	686
12343	37	138
12344	37	54
12345	37	328
12346	37	16
12347	37	69
12348	37	234
12349	37	469
12350	37	1102
12351	37	51
12352	37	102
12353	37	751
12354	37	795
12355	37	447
12356	37	987
12357	37	823
12358	37	15
12359	37	827
12360	37	1242
12361	37	12
12362	37	222
12363	37	39
12364	37	314
12365	37	473
12366	37	953
12367	37	97
12368	37	154
12369	37	62
12370	37	409
12371	37	1491
12372	37	249
12373	37	143
12374	37	810
12375	37	1063
12376	37	878
12377	37	467
12378	37	259
12379	37	1370
12380	37	336
12381	37	597
12382	37	175
12383	37	789
12384	37	1257
12385	37	119
12386	37	302
12387	37	1243
12388	37	1042
12389	37	587
12390	37	956
12391	37	912
12392	37	319
12393	37	164
12394	37	1405
